year,date,plant_id,plant_id_raw,group,manual_csv,growth_source,photo_raw,sensor_raw,target,target_source_file,target_source_sheet,target_source_id,target_rows_aggregated,id_mapping_method,tab__lai,tab__ldw,tab__leaf_angle,tab__leaf_area,tab__leaf_length,tab__leaf_width,tab__lna,tab__lnc,tab__ndvi,tab__number_of_leaves,tab__plant_height,tab__rvi,tab__stem_diameter
2023,2023-05-15,722,722,2023_722,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230515.csv,csv,"images/314,711/5_1_1.jpg;images/314,711/5_1_2.jpg;images/314,711/5_1_3.jpg;images/314,711/5_1_4.jpg;images/314,711/5_20_1.jpg",,1065.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-2,1.0,ck_to_7prefix,1.48,0.07,53.0,641.46,,,0.14,2.09,0.39,722.0,47.1,2.25,
2023,2023-05-15,721,721,2023_721,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230515.csv,csv,"images/314,711/5_1_1.jpg;images/314,711/5_1_2.jpg;images/314,711/5_1_3.jpg;images/314,711/5_1_4.jpg;images/314,711/5_20_1.jpg",,1128.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-1,1.0,ck_to_7prefix,1.39,0.06,61.0,746.39,,,0.13,2.07,0.39,721.0,40.8,2.3,
2023,2023-05-14,421,421,2023_421,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/511,411/5_18_4.jpg;images/511,411/5_19_1.jpg;images/511,411/5_19_2.jpg;images/511,411/5_19_3.jpg;images/511,411/5_19_4.jpg",,987.16,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-1,1.0,compact_separator,1.52,0.06,45.0,728.5,,,0.14,2.21,0.41,421.0,41.5,2.24,
2023,2023-05-14,726,726,2023_726,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/714,999/5_18_4.jpg;images/714,999/5_19_1.jpg;images/714,999/5_19_2.jpg;images/714,999/5_19_3.jpg;images/714,999/5_19_4.jpg",,1081.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-6,1.0,ck_to_7prefix,1.62,0.07,65.0,911.4,,,0.16,2.31,0.41,726.0,48.5,2.45,
2023,2023-05-14,725,725,2023_725,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/714,999/5_18_4.jpg;images/714,999/5_19_1.jpg;images/714,999/5_19_2.jpg;images/714,999/5_19_3.jpg;images/714,999/5_19_4.jpg",,1120.8,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-5,1.0,ck_to_7prefix,1.4,0.06,60.0,543.12,,,0.11,1.99,0.37,725.0,24.3,2.1,
2023,2023-05-14,724,724,2023_724,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/714,999/5_18_4.jpg;images/714,999/5_19_1.jpg;images/714,999/5_19_2.jpg;images/714,999/5_19_3.jpg;images/714,999/5_19_4.jpg",,1070.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-4,1.0,ck_to_7prefix,1.55,0.07,60.0,580.92,,,0.15,2.16,0.42,724.0,40.0,2.31,
2023,2023-05-14,723,723,2023_723,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/314,711/5_18_4.jpg;images/314,711/5_19_1.jpg;images/314,711/5_19_2.jpg;images/314,711/5_19_3.jpg;images/314,711/5_19_4.jpg",,1093.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-3,1.0,ck_to_7prefix,1.51,0.07,60.0,519.85,,,0.15,2.2,0.42,723.0,25.5,2.36,
2023,2023-05-14,722,722,2023_722,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/314,711/5_18_4.jpg;images/314,711/5_19_1.jpg;images/314,711/5_19_2.jpg;images/314,711/5_19_3.jpg;images/314,711/5_19_4.jpg",,1065.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-2,1.0,ck_to_7prefix,1.5,0.07,50.0,555.55,,,0.14,2.11,0.39,722.0,44.0,2.28,
2023,2023-05-14,721,721,2023_721,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230514.csv,csv,"images/314,711/5_18_4.jpg;images/314,711/5_19_1.jpg;images/314,711/5_19_2.jpg;images/314,711/5_19_3.jpg;images/314,711/5_19_4.jpg",,1128.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-1,1.0,ck_to_7prefix,1.4,0.06,60.0,686.0,,,0.13,2.11,0.4,721.0,38.4,2.37,
2023,2023-05-15,224,224,2023_224,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230515.csv,csv,"images/214,311/5_1_1.jpg;images/214,311/5_1_2.jpg;images/214,311/5_1_3.jpg;images/214,311/5_1_4.jpg;images/214,311/5_20_1.jpg",,1118.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-4,1.0,compact_separator,1.47,0.06,39.0,717.52,,,0.13,2.01,0.39,224.0,48.0,2.27,
2023,2023-05-15,223,223,2023_223,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230515.csv,csv,"images/111,211/5_1_1.jpg;images/111,211/5_1_2.jpg;images/111,211/5_1_3.jpg;images/111,211/5_1_4.jpg;images/111,211/5_20_1.jpg",,945.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-3,1.0,compact_separator,1.42,0.06,59.0,882.02,,,0.14,2.11,0.37,223.0,39.6,2.13,
2023,2023-05-15,222,222,2023_222,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230515.csv,csv,"images/111,211/5_1_1.jpg;images/111,211/5_1_2.jpg;images/111,211/5_1_3.jpg;images/111,211/5_1_4.jpg;images/111,211/5_20_1.jpg",,933.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-2,1.0,compact_separator,1.49,0.07,49.0,948.85,,,0.13,2.12,0.39,222.0,36.9,2.33,
2023,2023-05-15,221,221,2023_221,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230515.csv,csv,"images/111,211/5_1_1.jpg;images/111,211/5_1_2.jpg;images/111,211/5_1_3.jpg;images/111,211/5_1_4.jpg;images/111,211/5_20_1.jpg",,884.8,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-1,1.0,compact_separator,1.42,0.06,71.0,629.97,,,0.12,1.96,0.37,221.0,33.5,2.19,
2023,2023-05-17,726,726,2023_726,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/714,999/5_21_3.jpg;images/714,999/5_21_4.jpg;images/714,999/5_22_1.jpg;images/714,999/5_22_2.jpg;images/714,999/5_22_3.jpg",,1081.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-6,1.0,ck_to_7prefix,1.53,0.06,60.0,937.54,,,0.15,2.18,0.38,726.0,55.3,2.26,
2023,2023-05-17,725,725,2023_725,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/714,999/5_21_3.jpg;images/714,999/5_21_4.jpg;images/714,999/5_22_1.jpg;images/714,999/5_22_2.jpg;images/714,999/5_22_3.jpg",,1120.8,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-5,1.0,ck_to_7prefix,1.33,0.06,69.0,737.54,,,0.1,1.89,0.37,725.0,38.2,2.08,
2023,2023-05-17,724,724,2023_724,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/714,999/5_21_3.jpg;images/714,999/5_21_4.jpg;images/714,999/5_22_1.jpg;images/714,999/5_22_2.jpg;images/714,999/5_22_3.jpg",,1070.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-4,1.0,ck_to_7prefix,1.44,0.06,60.0,931.98,,,0.13,2.05,0.38,724.0,48.6,2.19,
2023,2023-05-16,423,423,2023_423,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/511,411/5_20_2.jpg;images/511,411/5_20_3.jpg;images/511,411/5_20_4.jpg;images/511,411/5_21_1.jpg;images/511,411/5_21_2.jpg",,1070.67,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-3,1.0,compact_separator,1.47,0.06,61.0,543.16,,,0.14,2.24,0.38,423.0,49.1,2.43,
2023,2023-05-16,422,422,2023_422,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/511,411/5_20_2.jpg;images/511,411/5_20_3.jpg;images/511,411/5_20_4.jpg;images/511,411/5_21_1.jpg;images/511,411/5_21_2.jpg",,1093.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-2,1.0,compact_separator,1.43,0.06,60.0,720.8,,,0.13,1.99,0.36,422.0,51.4,2.11,
2023,2023-05-16,421,421,2023_421,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/511,411/5_20_2.jpg;images/511,411/5_20_3.jpg;images/511,411/5_20_4.jpg;images/511,411/5_21_1.jpg;images/511,411/5_21_2.jpg",,987.16,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-1,1.0,compact_separator,1.48,0.06,55.0,968.25,,,0.13,2.13,0.39,421.0,49.6,2.19,
2023,2023-05-16,725,725,2023_725,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/714,999/5_20_2.jpg;images/714,999/5_20_3.jpg;images/714,999/5_20_4.jpg;images/714,999/5_21_1.jpg;images/714,999/5_21_2.jpg",,1120.8,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-5,1.0,ck_to_7prefix,1.35,0.06,66.0,672.99,,,0.1,1.92,0.37,725.0,33.5,2.08,
2023,2023-05-16,724,724,2023_724,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/714,999/5_20_2.jpg;images/714,999/5_20_3.jpg;images/714,999/5_20_4.jpg;images/714,999/5_21_1.jpg;images/714,999/5_21_2.jpg",,1070.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-4,1.0,ck_to_7prefix,1.47,0.07,60.0,821.42,,,0.14,2.08,0.4,724.0,45.7,2.22,
2023,2023-05-16,723,723,2023_723,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/314,711/5_20_2.jpg;images/314,711/5_20_3.jpg;images/314,711/5_20_4.jpg;images/314,711/5_21_1.jpg;images/314,711/5_21_2.jpg",,1093.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-3,1.0,ck_to_7prefix,1.47,0.07,59.0,685.9,,,0.14,2.13,0.4,723.0,34.8,2.29,
2023,2023-05-16,722,722,2023_722,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/314,711/5_20_2.jpg;images/314,711/5_20_3.jpg;images/314,711/5_20_4.jpg;images/314,711/5_21_1.jpg;images/314,711/5_21_2.jpg",,1065.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-2,1.0,ck_to_7prefix,1.46,0.07,56.0,733.37,,,0.13,2.07,0.38,722.0,50.4,2.22,
2023,2023-05-17,226,226,2023_226,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/214,311/5_21_3.jpg;images/214,311/5_21_4.jpg;images/214,311/5_22_1.jpg;images/214,311/5_22_2.jpg;images/214,311/5_22_3.jpg",,760.8,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-6,1.0,compact_separator,1.4,0.06,49.0,1194.46,,,0.12,1.99,0.37,226.0,55.4,2.2,
2023,2023-05-17,225,225,2023_225,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/214,311/5_21_3.jpg;images/214,311/5_21_4.jpg;images/214,311/5_22_1.jpg;images/214,311/5_22_2.jpg;images/214,311/5_22_3.jpg",,812.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-5,1.0,compact_separator,1.41,0.06,44.0,473.1,,,0.12,1.96,0.37,225.0,44.5,2.16,
2023,2023-05-17,224,224,2023_224,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/214,311/5_21_3.jpg;images/214,311/5_21_4.jpg;images/214,311/5_22_1.jpg;images/214,311/5_22_2.jpg;images/214,311/5_22_3.jpg",,1118.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,2-2-4,1.0,compact_separator,1.45,0.06,40.0,779.27,,,0.12,1.95,0.38,224.0,55.5,2.22,
2023,2023-05-16,726,726,2023_726,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/714,999/5_20_2.jpg;images/714,999/5_20_3.jpg;images/714,999/5_20_4.jpg;images/714,999/5_21_1.jpg;images/714,999/5_21_2.jpg",,1081.6,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,CK-2-6,1.0,ck_to_7prefix,1.56,0.07,61.0,936.17,,,0.15,2.22,0.39,726.0,53.1,2.32,
2023,2023-05-17,526,526,2023_526,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/514,611/5_21_3.jpg;images/514,611/5_21_4.jpg;images/514,611/5_22_1.jpg;images/514,611/5_22_2.jpg;images/514,611/5_22_3.jpg",,1124.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-6,1.0,compact_separator,1.42,0.06,72.0,974.17,,,0.13,2.0,0.36,526.0,54.0,2.14,
2023,2023-05-17,525,525,2023_525,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/514,611/5_21_3.jpg;images/514,611/5_21_4.jpg;images/514,611/5_22_1.jpg;images/514,611/5_22_2.jpg;images/514,611/5_22_3.jpg",,1087.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-5,1.0,compact_separator,1.39,0.06,63.0,882.7,,,0.13,2.08,0.38,525.0,51.7,2.23,
2023,2023-05-17,524,524,2023_524,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/514,611/5_21_3.jpg;images/514,611/5_21_4.jpg;images/514,611/5_22_1.jpg;images/514,611/5_22_2.jpg;images/514,611/5_22_3.jpg",,1125.3,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-4,1.0,compact_separator,1.17,0.05,53.0,909.57,,,0.06,1.89,0.34,524.0,50.2,1.77,
2023,2023-05-17,121,121,2023_121,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/111,211/5_21_3.jpg;images/111,211/5_21_4.jpg;images/111,211/5_22_1.jpg;images/111,211/5_22_2.jpg;images/111,211/5_22_3.jpg",,910.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,1-2-1,1.0,compact_separator,1.41,0.06,76.0,709.39,,,0.11,1.91,0.37,121.0,49.7,2.13,
2023,2023-05-16,623,623,2023_623,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/514,611/5_20_2.jpg;images/514,611/5_20_3.jpg;images/514,611/5_20_4.jpg;images/514,611/5_21_1.jpg;images/514,611/5_21_2.jpg",,1220.2,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,6-2-3,1.0,compact_separator,1.48,0.06,70.0,650.89,,,0.15,2.25,0.41,623.0,49.6,2.38,
2023,2023-05-16,622,622,2023_622,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/514,611/5_20_2.jpg;images/514,611/5_20_3.jpg;images/514,611/5_20_4.jpg;images/514,611/5_21_1.jpg;images/514,611/5_21_2.jpg",,1112.9,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,6-2-2,1.0,compact_separator,1.51,0.07,74.0,681.82,,,0.15,2.24,0.4,622.0,47.5,2.33,
2023,2023-05-16,621,621,2023_621,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/514,611/5_20_2.jpg;images/514,611/5_20_3.jpg;images/514,611/5_20_4.jpg;images/514,611/5_21_1.jpg;images/514,611/5_21_2.jpg",,1174.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,6-2-1,1.0,compact_separator,1.53,0.07,55.0,768.28,,,0.14,2.27,0.41,621.0,50.7,2.47,
2023,2023-05-16,526,526,2023_526,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/514,611/5_20_2.jpg;images/514,611/5_20_3.jpg;images/514,611/5_20_4.jpg;images/514,611/5_21_1.jpg;images/514,611/5_21_2.jpg",,1124.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-6,1.0,compact_separator,1.45,0.06,68.0,935.98,,,0.14,2.04,0.37,526.0,51.0,2.17,
2023,2023-05-16,525,525,2023_525,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/514,611/5_20_2.jpg;images/514,611/5_20_3.jpg;images/514,611/5_20_4.jpg;images/514,611/5_21_1.jpg;images/514,611/5_21_2.jpg",,1087.0,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-5,1.0,compact_separator,1.4,0.06,62.0,828.96,,,0.13,2.14,0.38,525.0,49.5,2.27,
2023,2023-05-16,524,524,2023_524,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/514,611/5_20_2.jpg;images/514,611/5_20_3.jpg;images/514,611/5_20_4.jpg;images/514,611/5_21_1.jpg;images/514,611/5_21_2.jpg",,1125.3,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-4,1.0,compact_separator,1.1,0.05,48.0,811.66,,,0.04,1.87,0.34,524.0,48.0,1.64,
2023,2023-05-17,521,521,2023_521,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/511,411/5_21_3.jpg;images/511,411/5_21_4.jpg;images/511,411/5_22_1.jpg;images/511,411/5_22_2.jpg;images/511,411/5_22_3.jpg",,1008.8,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-1,1.0,compact_separator,1.47,0.16,71.0,1385.97,,,0.13,2.09,0.38,521.0,49.5,2.31,
2023,2023-05-17,423,423,2023_423,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/511,411/5_21_3.jpg;images/511,411/5_21_4.jpg;images/511,411/5_22_1.jpg;images/511,411/5_22_2.jpg;images/511,411/5_22_3.jpg",,1070.67,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-3,1.0,compact_separator,1.46,0.07,61.0,586.19,,,0.13,2.22,0.37,423.0,51.5,2.41,
2023,2023-05-17,422,422,2023_422,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/511,411/5_21_3.jpg;images/511,411/5_21_4.jpg;images/511,411/5_22_1.jpg;images/511,411/5_22_2.jpg;images/511,411/5_22_3.jpg",,1093.4,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-2,1.0,compact_separator,1.44,0.06,63.0,765.4,,,0.13,1.98,0.36,422.0,54.9,2.11,
2023,2023-05-17,421,421,2023_421,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230517.csv,csv,"images/511,411/5_21_3.jpg;images/511,411/5_21_4.jpg;images/511,411/5_22_1.jpg;images/511,411/5_22_2.jpg;images/511,411/5_22_3.jpg",,987.16,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,4-2-1,1.0,compact_separator,1.46,0.06,61.0,1075.87,,,0.13,2.1,0.38,421.0,53.8,2.17,
2023,2023-05-16,523,523,2023_523,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023/202305/processed_data/growth_index(final)/20230516.csv,csv,"images/511,411/5_20_2.jpg;images/511,411/5_20_3.jpg;images/511,411/5_20_4.jpg;images/511,411/5_21_1.jpg;images/511,411/5_21_2.jpg",,1078.2,/home/vaithees/PhD-Projects/Aasha_Christhuraj/HortiM3_RAMF_Complete/2023-2025 Tomato dataset/2023 Tomato Production Data .docx,table_1,5-2-3,1.0,compact_separator,1.52,0.07,47.0,767.4,,,0.15,2.18,0.38,523.0,43.9,2.39,
